MsgID.GLOBAL_HOME,1520449359.8552971,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1520449359.8554711,-121.9939365,37.4137397,0.2160000
MsgID.LOCAL_VELOCITY,1520449359.8554711,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520449359.8556371,-0.1091587,-0.0005071,-0.2163573
MsgID.LOCAL_VELOCITY,1520449359.8556371,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520449359.8557801,-121.9939365,37.4137416,0.2310000
MsgID.LOCAL_VELOCITY,1520449359.8557801,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520449359.8559282,0.1047672,-0.0000207,-0.2315909
MsgID.LOCAL_VELOCITY,1520449359.8559282,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520449359.8560741,-121.9939365,37.4137410,0.2340000
MsgID.LOCAL_VELOCITY,1520449359.8560741,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520449359.8562109,0.0344266,-0.0034666,-0.2342858
MsgID.LOCAL_VELOCITY,1520449359.8562109,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520449360.0099931,-121.9939370,37.4137411,0.2240000
MsgID.LOCAL_VELOCITY,1520449360.0099931,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520449360.0103219,-0.1005959,-0.2156993,-0.2242277
MsgID.LOCAL_VELOCITY,1520449360.0103219,0.0000707,0.0000134,-0.0004676
MsgID.STATE,1520449360.2561259,True,True
MsgID.GLOBAL_HOME,1520449360.2568130,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449360.2606289,-121.9939362,37.4137421,0.2040000
MsgID.LOCAL_VELOCITY,1520449360.2606289,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,1520449360.2608571,0.0043460,-0.1428700,-0.2043893
MsgID.LOCAL_VELOCITY,1520449360.2608571,-0.0019826,0.0020069,-0.0154863
MsgID.GLOBAL_POSITION,1520449360.5106781,-121.9939348,37.4137413,0.4340000
MsgID.LOCAL_VELOCITY,1520449360.5106781,0.0000000,0.0000000,-2.0000000
MsgID.LOCAL_POSITION,1520449360.5109861,-0.0810381,-0.0171519,-0.4349820
MsgID.LOCAL_VELOCITY,1520449360.5109861,-0.0095086,-0.0029297,-2.0090613
MsgID.GLOBAL_POSITION,1520449360.7604690,-121.9939365,37.4137406,1.0560000
MsgID.LOCAL_VELOCITY,1520449360.7604690,0.0000000,-0.0100000,-3.0900000
MsgID.LOCAL_POSITION,1520449360.7607338,-0.1626193,-0.1678087,-1.0613493
MsgID.LOCAL_VELOCITY,1520449360.7607338,0.0022557,-0.0165663,-3.1019423
MsgID.GLOBAL_POSITION,1520449361.0102050,-121.9939354,37.4137393,1.8790000
MsgID.LOCAL_VELOCITY,1520449361.0102050,0.0200000,-0.0100000,-3.6000000
MsgID.LOCAL_POSITION,1520449361.0104671,-0.2992843,-0.0737245,-1.8797742
MsgID.LOCAL_VELOCITY,1520449361.0104671,0.0277701,-0.0118461,-3.6083820
MsgID.STATE,1520449361.2568500,True,True
MsgID.GLOBAL_HOME,1520449361.2571142,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449361.2611740,-121.9939362,37.4137405,2.7540000
MsgID.LOCAL_VELOCITY,1520449361.2611740,0.0400000,-0.0100000,-3.6300000
MsgID.LOCAL_POSITION,1520449361.2613890,-0.1706778,-0.1469057,-2.7585542
MsgID.LOCAL_VELOCITY,1520449361.2613890,0.0429288,-0.0123743,-3.6281512
MsgID.GLOBAL_POSITION,1520449361.5115321,-121.9939382,37.4137404,3.4030000
MsgID.LOCAL_VELOCITY,1520449361.5115321,0.0300000,-0.0100000,-1.2600000
MsgID.LOCAL_POSITION,1520449361.5118499,-0.1825780,-0.3233808,-3.4037726
MsgID.LOCAL_VELOCITY,1520449361.5118499,0.0396262,-0.0111380,-1.2605261
MsgID.GLOBAL_POSITION,1520449361.7609730,-121.9939383,37.4137402,3.4750000
MsgID.LOCAL_VELOCITY,1520449361.7609730,0.1600000,0.0000000,0.4000000
MsgID.LOCAL_POSITION,1520449361.7612429,-0.1995941,-0.3336771,-3.4743810
MsgID.LOCAL_VELOCITY,1520449361.7612429,0.1681464,-0.0014751,0.4156041
MsgID.GLOBAL_POSITION,1520449362.0100510,-121.9939370,37.4137433,3.2480000
MsgID.LOCAL_VELOCITY,1520449362.0100510,0.9500000,0.0200000,1.2000000
MsgID.LOCAL_POSITION,1520449362.0102870,0.1428283,-0.2169928,-3.2480383
MsgID.LOCAL_VELOCITY,1520449362.0102870,0.9571911,0.0282444,1.2084212
MsgID.STATE,1520449362.2559528,True,True
MsgID.GLOBAL_HOME,1520449362.2563231,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449362.2603352,-121.9939366,37.4137460,2.9330000
MsgID.LOCAL_VELOCITY,1520449362.2603352,2.1300000,0.0700000,1.0700000
MsgID.LOCAL_POSITION,1520449362.2605669,0.4389434,-0.1782912,-2.9325535
MsgID.LOCAL_VELOCITY,1520449362.2605669,2.1380923,0.0706335,1.0742617
MsgID.GLOBAL_POSITION,1520449362.5106220,-121.9939365,37.4137523,2.8150000
MsgID.LOCAL_VELOCITY,1520449362.5106220,3.7600000,0.0900000,-0.1700000
MsgID.LOCAL_POSITION,1520449362.5109079,1.1385858,-0.1715236,-2.8152885
MsgID.LOCAL_VELOCITY,1520449362.5109079,3.7658319,0.0961642,-0.1707111
MsgID.GLOBAL_POSITION,1520449362.7619090,-121.9939363,37.4137626,2.9310000
MsgID.LOCAL_VELOCITY,1520449362.7619090,4.8300000,0.1000000,-0.5800000
MsgID.LOCAL_POSITION,1520449362.7621861,2.2898998,-0.1548012,-2.9323058
MsgID.LOCAL_VELOCITY,1520449362.7621861,4.8437638,0.1040195,-0.5874595
MsgID.GLOBAL_POSITION,1520449363.0113480,-121.9939356,37.4137744,3.0440000
MsgID.LOCAL_VELOCITY,1520449363.0113480,5.3400000,0.1000000,-0.1700000
MsgID.LOCAL_POSITION,1520449363.0115950,3.5932457,-0.0897639,-3.0441520
MsgID.LOCAL_VELOCITY,1520449363.0115950,5.3463492,0.1094510,-0.1764044
MsgID.STATE,1520449363.2569070,True,True
MsgID.GLOBAL_HOME,1520449363.2571788,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449363.2613089,-121.9939359,37.4137864,3.0340000
MsgID.LOCAL_VELOCITY,1520449363.2613089,5.7500000,0.1100000,0.2400000
MsgID.LOCAL_POSITION,1520449363.2615659,4.9383588,-0.1189661,-3.0346599
MsgID.LOCAL_VELOCITY,1520449363.2615659,5.7523823,0.1124750,0.2412793
MsgID.GLOBAL_POSITION,1520449363.5113821,-121.9939361,37.4138010,2.9560000
MsgID.LOCAL_VELOCITY,1520449363.5113821,6.3000000,0.1300000,0.2400000
MsgID.LOCAL_POSITION,1520449363.5116580,6.5534582,-0.1364025,-2.9565475
MsgID.LOCAL_VELOCITY,1520449363.5116580,6.3095703,0.1347483,0.2413079
MsgID.GLOBAL_POSITION,1520449363.7612522,-121.9939331,37.4138141,2.9340000
MsgID.LOCAL_VELOCITY,1520449363.7612522,6.1500000,0.1700000,-0.1200000
MsgID.LOCAL_POSITION,1520449363.7615449,8.0175800,0.1306592,-2.9351146
MsgID.LOCAL_VELOCITY,1520449363.7615449,6.1452093,0.1789889,-0.1317670
MsgID.GLOBAL_POSITION,1520449364.0109131,-121.9939327,37.4138260,2.9720000
MsgID.LOCAL_VELOCITY,1520449364.0109131,4.5700000,0.0200000,-0.2000000
MsgID.LOCAL_POSITION,1520449364.0111949,9.3353739,0.1666703,-2.9725873
MsgID.LOCAL_VELOCITY,1520449364.0111949,4.5758410,0.0219572,-0.2056572
MsgID.STATE,1520449364.2557461,True,True
MsgID.GLOBAL_HOME,1520449364.2560940,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449364.2621000,-121.9939320,37.4138346,2.9980000
MsgID.LOCAL_VELOCITY,1520449364.2621000,3.0000000,0.1800000,-0.0700000
MsgID.LOCAL_POSITION,1520449364.2623501,10.2921190,0.2341187,-2.9984012
MsgID.LOCAL_VELOCITY,1520449364.2623501,3.0032029,0.1898727,-0.0738584
MsgID.GLOBAL_POSITION,1520449364.5115650,-121.9939310,37.4138406,2.9920000
MsgID.LOCAL_VELOCITY,1520449364.5115650,2.3200000,1.2300000,0.0200000
MsgID.LOCAL_POSITION,1520449364.5118289,10.9508419,0.3203384,-2.9921424
MsgID.LOCAL_VELOCITY,1520449364.5118289,2.3263085,1.2395947,0.0277897
MsgID.GLOBAL_POSITION,1520449364.7611630,-121.9939266,37.4138463,2.9720000
MsgID.LOCAL_VELOCITY,1520449364.7611630,1.6900000,2.3400000,0.0200000
MsgID.LOCAL_POSITION,1520449364.7614870,11.5865269,0.7106760,-2.9725447
MsgID.LOCAL_VELOCITY,1520449364.7614870,1.6953354,2.3481948,0.0294053
MsgID.GLOBAL_POSITION,1520449365.0110440,-121.9939201,37.4138489,2.9780000
MsgID.LOCAL_VELOCITY,1520449365.0110440,1.0000000,3.2400000,-0.0400000
MsgID.LOCAL_POSITION,1520449365.0113950,11.8766594,1.2876607,-2.9782116
MsgID.LOCAL_VELOCITY,1520449365.0113950,1.0029322,3.2489069,-0.0469155
MsgID.STATE,1520449365.2568319,True,True
MsgID.GLOBAL_HOME,1520449365.2572439,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449365.2610838,-121.9939086,37.4138490,2.9890000
MsgID.LOCAL_VELOCITY,1520449365.2610838,0.4000000,3.9500000,0.0500000
MsgID.LOCAL_POSITION,1520449365.2613492,11.8833342,2.3153431,-2.9900284
MsgID.LOCAL_VELOCITY,1520449365.2613492,0.3992110,3.9617593,0.0593338
MsgID.GLOBAL_POSITION,1520449365.5124850,-121.9938953,37.4138499,2.9970000
MsgID.LOCAL_VELOCITY,1520449365.5124850,-0.1300000,4.6200000,0.0700000
MsgID.LOCAL_POSITION,1520449365.5127151,11.9830828,3.4951103,-2.9974971
MsgID.LOCAL_VELOCITY,1520449365.5127151,-0.1373130,4.6229825,0.0731188
MsgID.GLOBAL_POSITION,1520449365.7618120,-121.9938816,37.4138498,3.0100000
MsgID.LOCAL_VELOCITY,1520449365.7618120,-0.6800000,5.1700000,0.1100000
MsgID.LOCAL_POSITION,1520449365.7620690,11.9794216,4.7157316,-3.0102363
MsgID.LOCAL_VELOCITY,1520449365.7620690,-0.6822881,5.1773171,0.1130312
MsgID.GLOBAL_POSITION,1520449366.0109701,-121.9938685,37.4138468,3.0050000
MsgID.LOCAL_VELOCITY,1520449366.0109701,-1.2400000,5.6000000,0.1600000
MsgID.LOCAL_POSITION,1520449366.0112891,11.6381893,5.8751130,-3.0055857
MsgID.LOCAL_VELOCITY,1520449366.0112891,-1.2401263,5.6011953,0.1686075
MsgID.STATE,1520449366.2557330,True,True
MsgID.GLOBAL_HOME,1520449366.2560110,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449366.2621460,-121.9938531,37.4138421,2.9980000
MsgID.LOCAL_VELOCITY,1520449366.2621460,-1.7800000,5.9000000,0.1500000
MsgID.LOCAL_POSITION,1520449366.2623382,11.1212540,7.2531276,-2.9985249
MsgID.LOCAL_VELOCITY,1520449366.2623382,-1.7893984,5.9096889,0.1581957
MsgID.GLOBAL_POSITION,1520449366.5111418,-121.9938358,37.4138378,2.9970000
MsgID.LOCAL_VELOCITY,1520449366.5111418,-1.9300000,5.2900000,0.1200000
MsgID.LOCAL_POSITION,1520449366.5114570,10.6408024,8.7807436,-2.9977489
MsgID.LOCAL_VELOCITY,1520449366.5114570,-1.9344255,5.2969618,0.1237565
MsgID.GLOBAL_POSITION,1520449366.7619100,-121.9938245,37.4138351,2.9770000
MsgID.LOCAL_VELOCITY,1520449366.7619100,-1.4600000,3.5300000,0.1200000
MsgID.LOCAL_POSITION,1520449366.7622011,10.3384399,9.7894478,-2.9777489
MsgID.LOCAL_VELOCITY,1520449366.7622011,-1.4654144,3.5267365,0.1238004
MsgID.GLOBAL_POSITION,1520449367.0115452,-121.9938154,37.4138334,2.9700000
MsgID.LOCAL_VELOCITY,1520449367.0115452,-1.4000000,2.1300000,-0.0200000
MsgID.LOCAL_POSITION,1520449367.0118060,10.1564245,10.5929918,-2.9707401
MsgID.LOCAL_VELOCITY,1520449367.0118060,-1.4010618,2.1375887,-0.0201443
MsgID.STATE,1520449367.2566710,True,True
MsgID.GLOBAL_HOME,1520449367.2569852,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449367.2609921,-121.9938097,37.4138278,2.9780000
MsgID.LOCAL_VELOCITY,1520449367.2609921,-2.4800000,1.5600000,-0.1200000
MsgID.LOCAL_POSITION,1520449367.2631750,9.5225439,11.1038637,-2.9782979
MsgID.LOCAL_VELOCITY,1520449367.2631750,-2.4894173,1.5582535,-0.1253439
MsgID.GLOBAL_POSITION,1520449367.5114219,-121.9938063,37.4138225,2.9830000
MsgID.LOCAL_VELOCITY,1520449367.5114219,-3.3800000,1.0100000,-0.0800000
MsgID.LOCAL_POSITION,1520449367.5136440,8.9450788,11.4022894,-2.9831531
MsgID.LOCAL_VELOCITY,1520449367.5136440,-3.3815820,1.0118293,-0.0886590
MsgID.GLOBAL_POSITION,1520449367.7620428,-121.9938046,37.4138131,2.9690000
MsgID.LOCAL_VELOCITY,1520449367.7620428,-4.1300000,0.3800000,-0.0300000
MsgID.LOCAL_POSITION,1520449367.7623060,7.8865933,11.5572414,-2.9688756
MsgID.LOCAL_VELOCITY,1520449367.7623060,-4.1448264,0.3798057,-0.0297857
MsgID.GLOBAL_POSITION,1520449368.0125220,-121.9938043,37.4138030,2.9560000
MsgID.LOCAL_VELOCITY,1520449368.0125220,-4.7600000,-0.1300000,-0.0600000
MsgID.LOCAL_POSITION,1520449368.0127959,6.7740650,11.5834627,-2.9567535
MsgID.LOCAL_VELOCITY,1520449368.0127959,-4.7670388,-0.1357178,-0.0691856
MsgID.STATE,1520449368.2559140,True,True
MsgID.GLOBAL_HOME,1520449368.2562811,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449368.2622459,-121.9938055,37.4137899,2.9610000
MsgID.LOCAL_VELOCITY,1520449368.2622459,-5.4400000,-0.6800000,-0.1900000
MsgID.LOCAL_POSITION,1520449368.2624681,5.3190236,11.4728327,-2.9612713
MsgID.LOCAL_VELOCITY,1520449368.2624681,-5.4420238,-0.6881719,-0.1907438
MsgID.GLOBAL_POSITION,1520449368.5120981,-121.9938079,37.4137777,2.9780000
MsgID.LOCAL_VELOCITY,1520449368.5120981,-5.8600000,-1.1100000,-0.1200000
MsgID.LOCAL_POSITION,1520449368.5123720,3.9635172,11.2625809,-2.9789786
MsgID.LOCAL_VELOCITY,1520449368.5123720,-5.8665257,-1.1121513,-0.1284555
MsgID.GLOBAL_POSITION,1520449368.7627368,-121.9938118,37.4137652,2.9910000
MsgID.LOCAL_VELOCITY,1520449368.7627368,-6.0500000,-1.5800000,-0.1300000
MsgID.LOCAL_POSITION,1520449368.7630179,2.5651960,10.9115353,-2.9917839
MsgID.LOCAL_VELOCITY,1520449368.7630179,-6.0561304,-1.5912213,-0.1382998
MsgID.GLOBAL_POSITION,1520449369.0121379,-121.9938163,37.4137525,3.0020000
MsgID.LOCAL_VELOCITY,1520449369.0121379,-5.2100000,-1.6000000,0.0000000
MsgID.LOCAL_POSITION,1520449369.0123920,1.1599416,10.5151129,-3.0027401
MsgID.LOCAL_VELOCITY,1520449369.0123920,-5.2150903,-1.6032420,0.0016413
MsgID.STATE,1520449369.2574542,True,True
MsgID.GLOBAL_HOME,1520449369.2577770,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449369.2618330,-121.9938204,37.4137424,2.9850000
MsgID.LOCAL_VELOCITY,1520449369.2618330,-3.4200000,-1.2000000,0.0500000
MsgID.LOCAL_POSITION,1520449369.2640090,0.0357652,10.1500139,-2.9853284
MsgID.LOCAL_VELOCITY,1520449369.2640090,-3.4088168,-1.1985264,0.0565477
MsgID.GLOBAL_POSITION,1520449369.5130260,-121.9938234,37.4137367,2.9840000
MsgID.LOCAL_VELOCITY,1520449369.5130260,-2.0400000,-1.1900000,-0.0200000
MsgID.LOCAL_POSITION,1520449369.5133669,-0.5895979,9.8863258,-2.9841452
MsgID.LOCAL_VELOCITY,1520449369.5133669,-2.0441005,-1.1929680,-0.0229852
MsgID.GLOBAL_POSITION,1520449369.7624841,-121.9938283,37.4137327,3.0130000
MsgID.LOCAL_VELOCITY,1520449369.7624841,-1.4900000,-2.2600000,-0.0500000
MsgID.LOCAL_POSITION,1520449369.7627740,-1.0449754,9.4412785,-3.0136766
MsgID.LOCAL_VELOCITY,1520449369.7627740,-1.4879651,-2.2717123,-0.0549817
MsgID.GLOBAL_POSITION,1520449370.0138571,-121.9938357,37.4137286,3.0280000
MsgID.LOCAL_VELOCITY,1520449370.0138571,-1.0300000,-3.1400000,0.1300000
MsgID.LOCAL_POSITION,1520449370.0141881,-1.4866418,8.7875319,-3.0287001
MsgID.LOCAL_VELOCITY,1520449370.0141881,-1.0351939,-3.1434672,0.1317092
MsgID.STATE,1520449370.2571831,True,True
MsgID.GLOBAL_HOME,1520449370.2575281,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449370.2636101,-121.9938459,37.4137278,3.0090000
MsgID.LOCAL_VELOCITY,1520449370.2636101,-0.4800000,-3.9200000,0.2100000
MsgID.LOCAL_POSITION,1520449370.2638409,-1.5768377,7.8674273,-3.0093238
MsgID.LOCAL_VELOCITY,1520449370.2638409,-0.4796004,-3.9278650,0.2182950
MsgID.GLOBAL_POSITION,1520449370.5142882,-121.9938577,37.4137278,2.9970000
MsgID.LOCAL_VELOCITY,1520449370.5142882,0.0100000,-4.6200000,0.1400000
MsgID.LOCAL_POSITION,1520449370.5146270,-1.5750009,6.8365889,-2.9975746
MsgID.LOCAL_VELOCITY,1520449370.5146270,0.0132080,-4.6211014,0.1451986
MsgID.GLOBAL_POSITION,1520449370.7638800,-121.9938721,37.4137293,2.9880000
MsgID.LOCAL_VELOCITY,1520449370.7638800,0.4700000,-5.2500000,0.1200000
MsgID.LOCAL_POSITION,1520449370.7641459,-1.4109848,5.5389166,-2.9883337
MsgID.LOCAL_VELOCITY,1520449370.7641459,0.4815277,-5.2644734,0.1258391
MsgID.GLOBAL_POSITION,1520449371.0135739,-121.9938866,37.4137313,2.9830000
MsgID.LOCAL_VELOCITY,1520449371.0135739,0.8800000,-5.8000000,0.0600000
MsgID.LOCAL_POSITION,1520449371.0138218,-1.1928227,4.2684383,-2.9832509
MsgID.LOCAL_VELOCITY,1520449371.0138218,0.8844690,-5.8018966,0.0625445
MsgID.STATE,1520449371.2577732,True,True
MsgID.GLOBAL_HOME,1520449371.2580500,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449371.2641821,-121.9939030,37.4137333,2.9790000
MsgID.LOCAL_VELOCITY,1520449371.2641821,1.3400000,-6.1800000,0.0100000
MsgID.LOCAL_POSITION,1520449371.2644019,-0.9623077,2.7997959,-2.9791636
MsgID.LOCAL_VELOCITY,1520449371.2644019,1.3465638,-6.1831069,0.0168556
MsgID.GLOBAL_POSITION,1520449371.5144589,-121.9939190,37.4137366,2.9740000
MsgID.LOCAL_VELOCITY,1520449371.5144589,1.5400000,-5.5500000,0.0100000
MsgID.LOCAL_POSITION,1520449371.5148051,-0.6028563,1.3805757,-2.9748409
MsgID.LOCAL_VELOCITY,1520449371.5148051,1.5446517,-5.5561867,0.0137815
MsgID.GLOBAL_POSITION,1520449371.7641630,-121.9939333,37.4137382,2.9570000
MsgID.LOCAL_VELOCITY,1520449371.7641630,1.2600000,-3.7300000,-0.0600000
MsgID.LOCAL_POSITION,1520449371.7644510,-0.4286151,0.1091146,-2.9572377
MsgID.LOCAL_VELOCITY,1520449371.7644510,1.2672263,-3.7260029,-0.0667032
MsgID.GLOBAL_POSITION,1520449372.0144660,-121.9939427,37.4137398,2.9610000
MsgID.LOCAL_VELOCITY,1520449372.0144660,0.8000000,-1.8900000,-0.2200000
MsgID.LOCAL_POSITION,1520449372.0148029,-0.2486566,-0.7180749,-2.9614680
MsgID.LOCAL_VELOCITY,1520449372.0148029,0.8088528,-1.8990306,-0.2295696
MsgID.STATE,1520449372.2560830,True,True
MsgID.GLOBAL_HOME,1520449372.2563620,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449372.2624190,-121.9939472,37.4137425,2.9860000
MsgID.LOCAL_VELOCITY,1520449372.2624190,0.5200000,-0.4000000,-0.1900000
MsgID.LOCAL_POSITION,1520449372.2646441,0.0523026,-1.1247728,-2.9868321
MsgID.LOCAL_VELOCITY,1520449372.2646441,0.5190820,-0.4020447,-0.1970222
MsgID.GLOBAL_POSITION,1520449372.5143838,-121.9939463,37.4137447,2.9950000
MsgID.LOCAL_VELOCITY,1520449372.5143838,0.2500000,0.7700000,-0.1000000
MsgID.LOCAL_POSITION,1520449372.5147789,0.2950089,-1.0432097,-2.9958909
MsgID.LOCAL_VELOCITY,1520449372.5147789,0.2507504,0.7790944,-0.1040428
MsgID.GLOBAL_POSITION,1520449372.7637770,-121.9939428,37.4137437,2.9890000
MsgID.LOCAL_VELOCITY,1520449372.7637770,-0.1500000,1.4100000,0.0000000
MsgID.LOCAL_POSITION,1520449372.7639780,0.1906944,-0.7245631,-2.9890232
MsgID.LOCAL_VELOCITY,1520449372.7639780,-0.1568025,1.4205004,-0.0036725
MsgID.GLOBAL_POSITION,1520449373.0139761,-121.9939375,37.4137421,2.9860000
MsgID.LOCAL_VELOCITY,1520449373.0139761,-0.3000000,1.3200000,-0.0100000
MsgID.LOCAL_POSITION,1520449373.0142741,0.0130707,-0.2614686,-2.9865532
MsgID.LOCAL_VELOCITY,1520449373.0142741,-0.3080785,1.3227202,-0.0105973
MsgID.STATE,1520449373.2571039,True,True
MsgID.GLOBAL_HOME,1520449373.2574160,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449373.2636039,-121.9939328,37.4137419,3.0030000
MsgID.LOCAL_VELOCITY,1520449373.2636039,-0.1500000,0.6500000,0.0300000
MsgID.LOCAL_POSITION,1520449373.2637849,-0.0148173,0.1584022,-3.0032861
MsgID.LOCAL_VELOCITY,1520449373.2637849,-0.1557572,0.6487620,0.0366982
MsgID.GLOBAL_POSITION,1520449373.5138419,-121.9939315,37.4137420,2.9220000
MsgID.LOCAL_VELOCITY,1520449373.5138419,-0.0700000,0.3300000,0.8900000
MsgID.LOCAL_POSITION,1520449373.5141690,0.0034147,0.2704816,-2.9222319
MsgID.LOCAL_VELOCITY,1520449373.5141690,-0.0758226,0.3326626,0.8986780
MsgID.GLOBAL_POSITION,1520449373.7632890,-121.9939304,37.4137419,2.6660000
MsgID.LOCAL_VELOCITY,1520449373.7632890,-0.0300000,0.1600000,1.3500000
MsgID.LOCAL_POSITION,1520449373.7635388,-0.0101930,0.3724200,-2.6658547
MsgID.LOCAL_VELOCITY,1520449373.7635388,-0.0379122,0.1632496,1.3595668
MsgID.GLOBAL_POSITION,1520449374.0147562,-121.9939311,37.4137419,2.3360000
MsgID.LOCAL_VELOCITY,1520449374.0147562,-0.0200000,0.0700000,1.6100000
MsgID.LOCAL_POSITION,1520449374.0150731,-0.0173719,0.3052303,-2.3364275
MsgID.LOCAL_VELOCITY,1520449374.0150731,-0.0220619,0.0777647,1.6100007
MsgID.STATE,1520449374.2564170,True,True
MsgID.GLOBAL_HOME,1520449374.2566981,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449374.2648661,-121.9939320,37.4137418,1.9150000
MsgID.LOCAL_VELOCITY,1520449374.2648661,0.0000000,0.0200000,1.7300000
MsgID.LOCAL_POSITION,1520449374.2651179,-0.0213494,0.2302175,-1.9134393
MsgID.LOCAL_VELOCITY,1520449374.2651179,-0.0081615,0.0236483,1.7363973
MsgID.GLOBAL_POSITION,1520449374.5133178,-121.9939323,37.4137412,1.4910000
MsgID.LOCAL_VELOCITY,1520449374.5133178,0.0000000,0.0000000,1.8100000
MsgID.LOCAL_POSITION,1520449374.5135801,-0.0902672,0.2002186,-1.4918771
MsgID.LOCAL_VELOCITY,1520449374.5135801,0.0014758,0.0041313,1.8165251
MsgID.GLOBAL_POSITION,1520449374.7649801,-121.9939305,37.4137406,0.9980000
MsgID.LOCAL_VELOCITY,1520449374.7649801,0.0000000,0.0000000,1.8100000
MsgID.LOCAL_POSITION,1520449374.7652411,-0.1600970,0.3605715,-0.9961550
MsgID.LOCAL_VELOCITY,1520449374.7652411,0.0060779,-0.0021348,1.8176042
MsgID.GLOBAL_POSITION,1520449375.0150061,-121.9939302,37.4137422,0.5390000
MsgID.LOCAL_VELOCITY,1520449375.0150061,0.0100000,-0.0100000,1.8400000
MsgID.LOCAL_POSITION,1520449375.0153000,0.0158194,0.3923502,-0.5396902
MsgID.LOCAL_VELOCITY,1520449375.0153000,0.0126318,-0.0175489,1.8474228
MsgID.STATE,1520449375.2568800,True,True
MsgID.GLOBAL_HOME,1520449375.2571709,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520449375.2632651,-121.9939309,37.4137424,0.1340000
MsgID.LOCAL_VELOCITY,1520449375.2632651,-0.0100000,0.0100000,-0.1900000
MsgID.LOCAL_POSITION,1520449375.2655392,0.0434098,0.3289479,-0.1342116
MsgID.LOCAL_VELOCITY,1520449375.2655392,-0.0191310,0.0191661,-0.1921703
MsgID.GLOBAL_POSITION,1520449375.5152938,-121.9939334,37.4137420,0.0760000
